tipo;uri;parent_uri;fecha;usuario;id_anonimo;contenido;likes;reposts;replies;media_path;idioma_ia;relevancia_ia;seguidores;texto_citado
POST;at://did:plc:cmcmn7er6sqttvfxu5coxuze/app.bsky.feed.post/3mk4h5tggek25;at://did:plc:cmcmn7er6sqttvfxu5coxuze/app.bsky.feed.post/3mk4h5tggek25;2026-04-22T21:33:15.891Z;mangoseed.bsky.social;7BEB141A2040D4CD;If ChatGPT thinks Sam Altman is god and Grok thinks Elon Musk is, then I am worshipping Mother Earth and appointing Rosalia her divine messenger.;0;0;0;;Desconocido;SI;1526;
POST;at://did:plc:bnouldnl4idye2nnwqp3kpmz/app.bsky.feed.post/3mk4gi3kpxk23;at://did:plc:bnouldnl4idye2nnwqp3kpmz/app.bsky.feed.post/3mk4gi3kpxk23;2026-04-22T21:21:06.222Z;rodolfo75.bsky.social;EDE23FB4F4C73C23;Genoten van Rosalía,;0;0;0;;Desconocido;SI;224;
POST;at://did:plc:mosolh63wa3gitnblnm7eyve/app.bsky.feed.post/3mk4fth2wb22v;at://did:plc:mosolh63wa3gitnblnm7eyve/app.bsky.feed.post/3mk4fth2wb22v;2026-04-22T21:09:33.637Z;tomactually.bsky.social;23AC111F70672E61;Holy shit that Rosalía concert was AMAZING! 😻;10;0;1;;Desconocido;SI;1519;
COMENTARIO;at://did:plc:gaiyb4rccj4g7brngni6kdkz/app.bsky.feed.post/3mk5fft7y5c2r;at://did:plc:mosolh63wa3gitnblnm7eyve/app.bsky.feed.post/3mk4fth2wb22v;2026-04-23T06:34:36.370Z;messylines.bsky.social;7D086465D9FDE01A;Isn't she phenomenal! Also you've inadvertently answered a question I had about whether the surtitles would be in the language of each country she visits - I saw them in Spanish so didn't know for sure if they'd change.;1;0;1;;Desconocido;SI;;
POST;at://did:plc:qbccbnt75n4obplzekugvw7p/app.bsky.feed.post/3mk4fapsrk22r;at://did:plc:qbccbnt75n4obplzekugvw7p/app.bsky.feed.post/3mk4fapsrk22r;2026-04-22T20:59:05.281Z;veerle024.bsky.social;D5A6424449CC1361;ROSALIA (RAVE) > SEKS;4;1;2;;Desconocido;SI;9;
COMENTARIO;at://did:plc:rflai6ngztcbgkexrk42hyxj/app.bsky.feed.post/3mk5qdebblk2t;at://did:plc:qbccbnt75n4obplzekugvw7p/app.bsky.feed.post/3mk4fapsrk22r;2026-04-23T09:50:04.735Z;stelliebellie04.bsky.social;D681DE142F89B9F7;Iemand die ik ken stond opeens op zn insta op het podium met rosalia??;1;0;1;;Desconocido;SI;;
COMENTARIO;at://did:plc:72tueqw2nnia3z3h5jdntchh/app.bsky.feed.post/3mkapkkobtk22;at://did:plc:qbccbnt75n4obplzekugvw7p/app.bsky.feed.post/3mk4fapsrk22r;2026-04-24T14:14:11.807Z;teundg.bsky.social;C7CB8368959C438B;Ik zie nu allemaal filmpjes voorbij komen jaloers aan het worden :(;3;0;0;;Desconocido;SI;;
POST;at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3mk4gliqrzu2y;at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3mk4gliqrzu2y;2026-04-22T20:53:00.000000Z;news-flows-nl.bsky.social;3B79BE16037D399A;"Beeldschone Spaanse popster Rosalía komt in Ziggo Dome gewoon een lekker potje ijzersterk zingen: ’Goedenavond Amsterdam! Alles goed?’

Nadat Rosalía eerder dit jaar bekroond werd tot International Artist of the Year tijdens de Brit Awards staat de Spaanse wereldster twee avonden achter elkaar...";0;0;0;;Desconocido;SI;583;
POST;at://did:plc:sw2u3jta6dqm2dfab45a64we/app.bsky.feed.post/3mk4ejiuke62y;at://did:plc:sw2u3jta6dqm2dfab45a64we/app.bsky.feed.post/3mk4ejiuke62y;2026-04-22T20:46:05.871Z;tempetebot.bsky.social;BADE4CD840DF2BCF;"🎶 #NowPlaying ROSALÍA - MALAMENTE

https://radiotempete.com/";0;0;0;;Desconocido;SI;100;
POST;at://did:plc:2lgyrhe234mmhry2xy5sac2j/app.bsky.feed.post/3mk4bu5c7c22f;at://did:plc:2lgyrhe234mmhry2xy5sac2j/app.bsky.feed.post/3mk4bu5c7c22f;2026-04-22T19:58:21.980Z;tuinpic.bsky.social;3D5D521148BDE0BB;rosalía en euphoria;2;0;0;;Desconocido;SI;65;
POST;at://did:plc:67hvgkgndbsto2t4lfbbyfmt/app.bsky.feed.post/3mk4at5juns2a;at://did:plc:67hvgkgndbsto2t4lfbbyfmt/app.bsky.feed.post/3mk4at5juns2a;2026-04-22T19:39:54.940Z;christaromp.bsky.social;3E8076CFF975869F;Allemaal peers gaan naar Rosalía, ik heb er nog nooit van gehoord. Ik ben een beetje bij PearlJam en dEUS blijven hangen 😅;7;0;12;;Desconocido;SI;1850;
COMENTARIO;at://did:plc:wasl3hddrg35wyfvibo2ko3b/app.bsky.feed.post/3mk4av3t5ss24;at://did:plc:67hvgkgndbsto2t4lfbbyfmt/app.bsky.feed.post/3mk4at5juns2a;2026-04-22T19:41:00.256Z;debuski.bsky.social;DBE885567D7F3A68;Rosalia is fantastisch. Vind t zo jammer dat ik geen kaartje heb.;0;0;2;;Desconocido;SI;;
COMENTARIO;at://did:plc:uvcalxr5wnk7mcft64lniill/app.bsky.feed.post/3mk5fioqb7s2p;at://did:plc:67hvgkgndbsto2t4lfbbyfmt/app.bsky.feed.post/3mk4at5juns2a;2026-04-23T06:36:12.323Z;eevaliukku.bsky.social;2694E8BF5CD0EE9B;Ik was naar dEUS én ik ga vanavond naar Rosalía! (Maar eerlijk is eerlijk, ik ben ook bij lange na niet bij met nieuwe artiesten, Rosalia is de uitzondering);0;0;0;;Desconocido;SI;;
COMENTARIO;at://did:plc:tzlbumgoi7vfmaix2fddnz2o/app.bsky.feed.post/3mk4azn5r5k2o;at://did:plc:67hvgkgndbsto2t4lfbbyfmt/app.bsky.feed.post/3mk4at5juns2a;2026-04-22T19:43:32.646Z;nijn.bsky.social;836239922FEE56B8;"Het is echt fantastische muziek!! Dit vind ik echt n adembenemend mooi album 😍
music.youtube.com/playlist?lis...";1;0;0;;Desconocido;SI;;
COMENTARIO;at://did:plc:t3f27br7pwjr6qfqyputlna4/app.bsky.feed.post/3mk4m2ldifs2z;at://did:plc:67hvgkgndbsto2t4lfbbyfmt/app.bsky.feed.post/3mk4at5juns2a;2026-04-22T23:00:55.452Z;josk.bsky.social;31C02F7AD49D590B;Heb het geprobeerd, is niet mijn kopje thee.;1;0;1;;Desconocido;SI;;
COMENTARIO;at://did:plc:qvozofw44d4ick44g3nmzoc4/app.bsky.feed.post/3mk5d4wompc2r;at://did:plc:67hvgkgndbsto2t4lfbbyfmt/app.bsky.feed.post/3mk4at5juns2a;2026-04-23T05:53:50.522Z;henkbulder.nl;B807EE0397B9B227;Wat meer mensen hier zeggen: heb het geprobeerd, maar het kan me niet bekoren.;3;0;1;;Desconocido;SI;;
COMENTARIO;at://did:plc:pipx464wv43uioe55ebkg3ku/app.bsky.feed.post/3mk5gdd4vr22z;at://did:plc:67hvgkgndbsto2t4lfbbyfmt/app.bsky.feed.post/3mk4at5juns2a;2026-04-23T06:51:06.124Z;melan-choly.eurosky.social;AAE69D46E76C3E80;Ik denk dat ik de kunst ervan wel begrijp, maar vond haar eerdere werk een stuk leuker (Moto Mami bijv.).;1;0;0;;Desconocido;SI;;
COMENTARIO;at://did:plc:p5az3ftdmiieevpng4xzzmpg/app.bsky.feed.post/3mk4bzmsuos2d;at://did:plc:67hvgkgndbsto2t4lfbbyfmt/app.bsky.feed.post/3mk4at5juns2a;2026-04-22T20:01:26.031Z;renewaning.eurosky.social;9A8C27770539849B;Ik ben het gaan luisteren toen het vorig jaar bijna overal album van het jaar werd. Maar ik kan er persoonlijk niet zoveel mee.;1;0;1;;Desconocido;SI;;
COMENTARIO;at://did:plc:ozhyx2mkhrd2h7dcgmi5aqrp/app.bsky.feed.post/3mk4e7lvouc2n;at://did:plc:67hvgkgndbsto2t4lfbbyfmt/app.bsky.feed.post/3mk4at5juns2a;2026-04-22T20:40:33.886Z;jvaneck.bsky.social;06FEB38DE7850715;Dat is op zich wel knap. Er is best veel aandacht voor geweest.;1;0;1;;Desconocido;SI;;
COMENTARIO;at://did:plc:mkkrdd7r7mndcynwbgopvfyc/app.bsky.feed.post/3mk4ckydl6k2u;at://did:plc:67hvgkgndbsto2t4lfbbyfmt/app.bsky.feed.post/3mk4at5juns2a;2026-04-22T20:11:08.538Z;ienaredeker.bsky.social;5FD6E5D67226B503;Ik heb het geprobeerd, maar ben afgehaakt. Het raakte me niet.;3;0;1;;Desconocido;SI;;
COMENTARIO;at://did:plc:l46bhj2b62krfhejsjcnbv47/app.bsky.feed.post/3mk5dfhqzmc2q;at://did:plc:67hvgkgndbsto2t4lfbbyfmt/app.bsky.feed.post/3mk4at5juns2a;2026-04-23T05:58:36.862Z;chellsview.bsky.social;B412799377217AB7;Ik zie ook dat iedereen er blijkbaar was, nog nooit van haar gehoord 😂;2;0;0;;Desconocido;SI;;
COMENTARIO;at://did:plc:kx6nna5q5vjtyc64aolrocw5/app.bsky.feed.post/3mk5degczes2b;at://did:plc:67hvgkgndbsto2t4lfbbyfmt/app.bsky.feed.post/3mk4at5juns2a;2026-04-23T05:58:01.800Z;sebasvandenbrink.nl;ADBF48504FCD65C8;Pearl Jam ❤️☺️ zal die Rosalía wel eens checken echter;2;0;0;;Desconocido;SI;;
COMENTARIO;at://did:plc:3suog45ukkyo7fwagxmfk6ls/app.bsky.feed.post/3mk5ddg7y5c2l;at://did:plc:67hvgkgndbsto2t4lfbbyfmt/app.bsky.feed.post/3mk4at5juns2a;2026-04-23T05:57:28.145Z;ruurd.bsky.social;5CEB63E1AB78FE0D;Precies. Ik ga vanavond gewoon naar Meindert Talma in de Nieuwe Anita. (Als ik het trek).;2;0;1;;Desconocido;SI;;
POST;at://did:plc:bocnnsgapjhiygttr4my5ymo/app.bsky.feed.post/3mk47cokjjs2u;at://did:plc:bocnnsgapjhiygttr4my5ymo/app.bsky.feed.post/3mk47cokjjs2u;2026-04-22T19:12:48.620Z;mtinebosj.bsky.social;91BD39A6375627B9;Ze is amper twintig minuten onderweg, maar Rosalía staat de show van het jaar te geven. Waanzinnig.;11;0;2;;Desconocido;SI;667;
COMENTARIO;at://did:plc:cgrojsspc5lxi7movgqwl5fq/app.bsky.feed.post/3mk47rzjua22x;at://did:plc:bocnnsgapjhiygttr4my5ymo/app.bsky.feed.post/3mk47cokjjs2u;2026-04-22T19:21:23.448Z;natashav.bsky.social;B7E173389B76DE40;Oooeh ik heb de hele dag op ticketswap zitten kijken, maar vond het toch wat prijzig;0;0;1;;Desconocido;SI;;
COMENTARIO;at://did:plc:avuwirqzx7kudzxedz7nmjkn/app.bsky.feed.post/3mk47pihmm22u;at://did:plc:bocnnsgapjhiygttr4my5ymo/app.bsky.feed.post/3mk47cokjjs2u;2026-04-22T19:19:58.441Z;markdijkhuis.bsky.social;8B6A1539B847CA81;Ha. Told you so! 💃;2;0;1;;Desconocido;SI;;
POST;at://did:plc:6ov4xugbuwc3z455tynjwo3a/app.bsky.feed.post/3mk46fsfyak2m;at://did:plc:6ov4xugbuwc3z455tynjwo3a/app.bsky.feed.post/3mk46fsfyak2m;2026-04-22T18:56:39.587Z;lagenost.bsky.social;ED42332A4B6B37E6;"Hallo, du MÅ høre den nye ""Complete Works""-versionen av Rosalía-albumet ""Lux""! Et mesterverk!";1;0;0;;Desconocido;SI;693;
POST;at://did:plc:ge45dblsbsrlf4ydipbrfshe/app.bsky.feed.post/3mk457lc3ok2j;at://did:plc:ge45dblsbsrlf4ydipbrfshe/app.bsky.feed.post/3mk457lc3ok2j;2026-04-22T18:35:17.051Z;ryangrosselangue.bsky.social;81308A51C4A089E9;"Les mêmes qui font des leçons sur les fakes news, deep fakes et autres manipulations... Et qui témoignent d'un amour prononce pour le droit à l'image et  la propriété intellectuelle 

www.huffingtonpost.fr/politique/ar...";0;0;0;;Desconocido;SI;93;
POST;at://did:plc:kstkrvkawwgco6mnke2nsdwf/app.bsky.feed.post/3mk455uw2zc2b;at://did:plc:kstkrvkawwgco6mnke2nsdwf/app.bsky.feed.post/3mk455uw2zc2b;2026-04-22T18:34:20.033Z;fcbfemeni.bsky.social;078159286FE41FA8;"🔄 Triple canvi al Barça | 62’
↑🟢 Pina
↑🟢 Alexia
↑🟢 Patri
↓🔴 Rosalía
↓🔴 Kika
↓🔴 Sydney
#EspanyolBarça";5;0;0;;Desconocido;SI;8335;
POST;at://did:plc:aslyaytlciwmmtc7eshw2vrn/app.bsky.feed.post/3mk44nhvcyk2r;at://did:plc:aslyaytlciwmmtc7eshw2vrn/app.bsky.feed.post/3mk44nhvcyk2r;2026-04-22T18:25:09.506Z;barcabsky.bsky.social;A58D5EB259CBC5B5;"🔄 Triple substitution for Barça (63')

↑🟢 Pina
↑🟢 Alexia
↑🟢 Patri
↓🔴 Rosalía
↓🔴 Kika
↓🔴 Sydney

#EspanyolBarça";0;0;0;;Desconocido;SI;796;
POST;at://did:plc:4jsu7k7ggq33le3q6okgxgjq/app.bsky.feed.post/3mk44hncfns2j;at://did:plc:4jsu7k7ggq33le3q6okgxgjq/app.bsky.feed.post/3mk44hncfns2j;2026-04-22T18:21:53.839Z;meisbaer.bsky.social;63F71A55F94D6377;Waiting for #Rosalía in the Ziggo dome in Amsterdam! Very excited crowd 💃;3;0;0;;Desconocido;SI;143;
POST;at://did:plc:ok45h5rklmmyqkiovnd2zaoa/app.bsky.feed.post/3mk44hkl2qc2u;at://did:plc:ok45h5rklmmyqkiovnd2zaoa/app.bsky.feed.post/3mk44hkl2qc2u;2026-04-22T18:21:50.985Z;casaderosalia.bsky.social;0188C0A56A870F35;Estamos xa no acto “Otero con Rosalía” con Xosé Manuel Salgado disertando sobre ambos os dous autores.;0;0;0;;Desconocido;SI;543;
POST;at://did:plc:3sawpk7qdwqakmvhc7xxybn7/app.bsky.feed.post/3mk43uyismc2f;at://did:plc:3sawpk7qdwqakmvhc7xxybn7/app.bsky.feed.post/3mk43uyismc2f;2026-04-22T18:11:28.062Z;salmorehoe.bsky.social;D4864DE271351EED;he escuchado superestrella de aitana en la casa de rosalía de castro;4;0;0;;Desconocido;SI;442;
POST;at://did:plc:qjkl3slluwlwyjmziw7257zd/app.bsky.feed.post/3mk437nedbk2d;at://did:plc:qjkl3slluwlwyjmziw7257zd/app.bsky.feed.post/3mk437nedbk2d;2026-04-22T17:59:31+00:00;huffingtonpost.es;1EDD4ED0F2CC4115;La cantante italiana Arisa hace una comparación con Rosalía que a buen seguro dará que hablar en España dozz.es/d5qwa4;0;0;0;;Desconocido;SI;8888;
POST;at://did:plc:evpejpjohmeffqvqfjlb74dl/app.bsky.feed.post/3mk42p6miqc2c;at://did:plc:evpejpjohmeffqvqfjlb74dl/app.bsky.feed.post/3mk42p6miqc2c;2026-04-22T17:50:19.406Z;spphobic.bsky.social;B9509363A5957A58;cómo te vas a llamar Rosalía y jugar en el Barça;0;0;0;;Desconocido;SI;288;Debut de Rosalía a la Lliga 👏
POST;at://did:plc:kstkrvkawwgco6mnke2nsdwf/app.bsky.feed.post/3mk42fmgqg22b;at://did:plc:kstkrvkawwgco6mnke2nsdwf/app.bsky.feed.post/3mk42fmgqg22b;2026-04-22T17:44:58.336Z;fcbfemeni.bsky.social;078159286FE41FA8;Debut de Rosalía a la Lliga 👏;10;0;0;;Desconocido;SI;8335;
POST;at://did:plc:pmyexuyh7nm3xznv37xptivv/app.bsky.feed.post/3mk3zw4kq2c2w;at://did:plc:pmyexuyh7nm3xznv37xptivv/app.bsky.feed.post/3mk3zw4kq2c2w;2026-04-22T17:36:18.384Z;huisvrouwblues.bsky.social;B383392551EDC4A6;Het uitzicht van vandaag #Rosalía #22april #Amsterdam;5;0;1;;Desconocido;SI;345;
COMENTARIO;at://did:plc:wasl3hddrg35wyfvibo2ko3b/app.bsky.feed.post/3mk43p2nw4s27;at://did:plc:pmyexuyh7nm3xznv37xptivv/app.bsky.feed.post/3mk3zw4kq2c2w;2026-04-22T18:08:09.000Z;debuski.bsky.social;DBE885567D7F3A68;Jaloers!!!;1;0;1;;Desconocido;SI;;
POST;at://did:plc:2mx726up4nb25z3ayzxyy5z7/app.bsky.feed.post/3mk3zv2ieh22i;at://did:plc:2mx726up4nb25z3ayzxyy5z7/app.bsky.feed.post/3mk3zv2ieh22i;2026-04-22T17:35:42.660Z;airportplanner.bsky.social;49600A57F70A7830;Northern Spain’s second busiest airport, Santiago-Rosalía de Castro Airport (SCQ), will shut its doors from Thursday, 23 April to Wednesday, 27 May 2026. It is due to undergo critical runway maintenance during the closure. traveltomorrow.com/santiago-air... #Santiago #airport #avgeek #SCQ;1;0;0;;Desconocido;SI;460;
POST;at://did:plc:gnvvlsrhrrwn5lbbp5scxx6l/app.bsky.feed.post/3mk3zoeiohs2y;at://did:plc:gnvvlsrhrrwn5lbbp5scxx6l/app.bsky.feed.post/3mk3zoeiohs2y;2026-04-22T17:31:58.275Z;schrik.bsky.social;AA7F182340D13B0D;"""Was jij er ook bij in 1981?"" Ik gok dat het publiek hier bij Paul Simon iets ouder is dan bij Rosalía iets verderop";2;0;1;;Desconocido;SI;1882;
COMENTARIO;at://did:plc:gnvvlsrhrrwn5lbbp5scxx6l/app.bsky.feed.post/3mk3zxwjpgc2y;at://did:plc:gnvvlsrhrrwn5lbbp5scxx6l/app.bsky.feed.post/3mk3zoeiohs2y;2026-04-22T17:37:19.173Z;schrik.bsky.social;AA7F182340D13B0D;Denk dat hij 1982 bedoelde trouwens: Simon & Garfunkel in de Kuip www.nrc.nl/nieuws/1982/...;1;0;0;;Desconocido;SI;;
POST;at://did:plc:jykcb7zydrai7rw664gpls23/app.bsky.feed.post/3mk3znamwfb2p;at://did:plc:jykcb7zydrai7rw664gpls23/app.bsky.feed.post/3mk3znamwfb2p;2026-04-22T17:31:20.645Z;blaugranagram.com;1A3AD0437D88AC79;"🔵🔴 28' Barça Femení 1-1 Espanyol. Early goal from Carla Julià canceled by a penalty.

A reminder that Rosalía Domínguez is making her debut, and already playing like a first team regular.

If Barça go on to win the derby, they win Liga F.";1;0;0;;Desconocido;SI;456;
POST;at://did:plc:bibzz7r6mkiogxxsr22c3hs6/app.bsky.feed.post/3mk3zkgfpdc2b;at://did:plc:bibzz7r6mkiogxxsr22c3hs6/app.bsky.feed.post/3mk3zkgfpdc2b;2026-04-22T17:29:46.058Z;makox3.bsky.social;82FFDC2AE845EC1B;someone add motorcycle engine revs in Focu ‘Ranni by Rosalía PLEASE;2;0;0;;Desconocido;SI;375;
POST;at://did:plc:ur77nun2q74loi34r2e6r43u/app.bsky.feed.post/3mk3zjl4mu22j;at://did:plc:ur77nun2q74loi34r2e6r43u/app.bsky.feed.post/3mk3zjl4mu22j;2026-04-22T17:29:17.448Z;maiamindel.bsky.social;B1A0BD0E1D9417F6;"open.spotify.com/intl-es/trac...
lux (2025) by rosalia";3;0;0;;Desconocido;SI;15976;
POST;at://did:plc:brgzzc3whw24y5w7wl3hcfhn/app.bsky.feed.post/3mk3ygnwwmk2o;at://did:plc:brgzzc3whw24y5w7wl3hcfhn/app.bsky.feed.post/3mk3ygnwwmk2o;2026-04-22T17:09:46.003Z;cptowers.bsky.social;295B04E8837C1D09;"kinda rules that they're using a Rosalia song to advertise the NBA playoffs.

it rules even more if you know that the song also features Bjork and Yves Tumor and an EXTREMELY vulgar Mike Tyson sample repeated over and over and over. 

This song rules so hard. 
www.youtube.com/watch?v=7fyu...";3;0;1;;Desconocido;SI;9259;
COMENTARIO;at://did:plc:kpwhldfxutpxgrimsvs2vber/app.bsky.feed.post/3mk3yho42b224;at://did:plc:brgzzc3whw24y5w7wl3hcfhn/app.bsky.feed.post/3mk3ygnwwmk2o;2026-04-22T17:10:19.724Z;michaelwaterloo.bsky.social;67E1D962C78805D6;Man, her LUX album is so so so so good. @thomascostello.bsky.social put me on to it.;1;0;1;;Desconocido;SI;;
POST;at://did:plc:alqz74jxktlvenr62qos47as/app.bsky.feed.post/3mk3wvvhlxc2z;at://did:plc:alqz74jxktlvenr62qos47as/app.bsky.feed.post/3mk3wvvhlxc2z;2026-04-22T16:42:29.709Z;dvschend.bsky.social;3C21AC7394BD955E;Ready for what probably be THE show of the year....by Rosalía;0;0;0;;Desconocido;SI;77;
POST;at://did:plc:7szqua2y7242iy4bnurjp6sk/app.bsky.feed.post/3mk3wuuwjis2j;at://did:plc:7szqua2y7242iy4bnurjp6sk/app.bsky.feed.post/3mk3wuuwjis2j;2026-04-22T16:41:55.607Z;mrbytehub.github.io;3B7EA1728FADA349;Come non amarla!;4;0;0;;Desconocido;SI;1461;
POST;at://did:plc:ukhqib76fwmbtjg32fa4apst/app.bsky.feed.post/3mk3wtqnvu22v;at://did:plc:ukhqib76fwmbtjg32fa4apst/app.bsky.feed.post/3mk3wtqnvu22v;2026-04-22T16:41:17.573Z;thursdaysgirl.bsky.social;7786D8730EF41AC4;Oye lo bien que me lo he pasado con el segundo episodio de #Euphoria entre la reinaza del personaje de Angel el cameo de la Rosalía luego la venganza que se viene de Maddy hacia Cassie y Rue trapicheando realmente todo pura fantasía;1;0;0;;Desconocido;SI;166;
POST;at://did:plc:dzfsd3qxli7y3urrfctxbfcw/app.bsky.feed.post/3mk3vstu4rkq2;at://did:plc:dzfsd3qxli7y3urrfctxbfcw/app.bsky.feed.post/3mk3vstu4rkq2;2026-04-22T16:22:46.000Z;nuopradio2.mastodon.nl.ap.brid.gy;66D2A700064219FE;La Perla van Rosalia. Dit nummer draait tot 18:25:15.;0;0;0;;Desconocido;SI;186;
POST;at://did:plc:ywy2lxtfdki4yg6fqmfev7vl/app.bsky.feed.post/3mk3vgmr6wum2;at://did:plc:ywy2lxtfdki4yg6fqmfev7vl/app.bsky.feed.post/3mk3vgmr6wum2;2026-04-22T16:15:52.000Z;nieuws.mastodon.nl.ap.brid.gy;24AC8D9ADAFEB828;"""Rosalía zingt in een uitverkochte Ziggo Dome in 14 talen: lastig meezingen"" via RTL Nieuws
https://www.rtl.nl/nieuws/editienl/video/52e12493-dfa9-4115-ae2b-82acde743d0b/rosalia-zingt-een-uitverkochte-ziggo
#nieuws #rtlnieuws";0;0;0;;Desconocido;SI;276;
POST;at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3mk3vynzioy2t;at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3mk3vynzioy2t;2026-04-22T16:10:58.000000Z;news-flows-nl.bsky.social;3B79BE16037D399A;"Rosalía zingt in een uitverkochte Ziggo Dome in 14 talen: lastig meezingen

Zangeres Rosalia staat vandaag en morgen voor het eerst in de Ziggo Dome. Tijdens de tour speelt ze muziek van haar vierde album LUX. Bijzonder is dat op het album 14 verschillende talen te horen zijn waaronder Japans,...";0;0;0;;Desconocido;SI;583;
POST;at://did:plc:dmjm6xseqmasogarrbpdvaao/app.bsky.feed.post/3mk3uwxd2642x;at://did:plc:dmjm6xseqmasogarrbpdvaao/app.bsky.feed.post/3mk3uwxd2642x;2026-04-22T16:07:16.380Z;fotogramasrevista.bsky.social;392653631969A905;Cómo Rosalía pasó de ser fan de 'Euphoria' a triunfar con su acento español en la serie;1;0;0;;Desconocido;SI;1484;
POST;at://did:plc:jwegffkd7si6zegzpou7yupi/app.bsky.feed.post/3mk3uo23cmk2n;at://did:plc:jwegffkd7si6zegzpou7yupi/app.bsky.feed.post/3mk3uo23cmk2n;2026-04-22T16:02:18.642Z;benevoluspf.bsky.social;B7EB363237AAD8BA;If anyone is interested in the music the NBA is using for all its promos (for games we won’t be able to watch because they’re all on various streaming services), here it is. From Rosalía.;1;1;1;;Desconocido;SI;4386;
COMENTARIO;at://did:plc:jwegffkd7si6zegzpou7yupi/app.bsky.feed.post/3mk3ux2avgs2n;at://did:plc:jwegffkd7si6zegzpou7yupi/app.bsky.feed.post/3mk3uo23cmk2n;2026-04-22T16:07:20.815Z;benevoluspf.bsky.social;B7EB363237AAD8BA;That’s Björk (from Iceland), btw.;0;0;0;;Desconocido;SI;;
POST;at://did:plc:wshh5yyiege53ypkjpjjdudo/app.bsky.feed.post/3mk3unutiis2g;at://did:plc:wshh5yyiege53ypkjpjjdudo/app.bsky.feed.post/3mk3unutiis2g;2026-04-22T16:02:13.144Z;politicaprosa.bsky.social;01B104BAD86B6BC6;"📚 Una selecció de novetats editorials sobre música i músics molt variada que va de la vida de Richard Wagner a la Barcelona de Rosalia.

Per @rosamassague.bsky.social.";2;2;0;;Desconocido;SI;552;
POST;at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mk3trcxkru2x;at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mk3trcxkru2x;2026-04-22T15:45:44.000Z;triple.jplays.au;AC000A12EC62F2B0;"#NowPlaying
🕜 1:45 am

🎵 La Perla
🧑‍🎤 ROSALÍA & Yahritza Y Su Esencia
💿 LUX";0;0;0;;Desconocido;SI;1147;
POST;at://did:plc:qbccbnt75n4obplzekugvw7p/app.bsky.feed.post/3mk3to4chs22o;at://did:plc:qbccbnt75n4obplzekugvw7p/app.bsky.feed.post/3mk3to4chs22o;2026-04-22T15:44:27.233Z;veerle024.bsky.social;D5A6424449CC1361;LA ROSALIA TIJJJJDDDD;3;0;1;;Desconocido;SI;9;
COMENTARIO;at://did:plc:fnugjqaryuhjsmipsvf4cfcz/app.bsky.feed.post/3mk4biksfkc2y;at://did:plc:qbccbnt75n4obplzekugvw7p/app.bsky.feed.post/3mk3to4chs22o;2026-04-22T19:51:53.494Z;melissanhoz.bsky.social;59F949ECCA12DFCC;HAVE FUN MOPPIE!!!!!!!;3;0;0;;Desconocido;SI;;
POST;at://did:plc:w4mqrunmfdi3ufjduci53726/app.bsky.feed.post/3mk3tnmrgjc2e;at://did:plc:w4mqrunmfdi3ufjduci53726/app.bsky.feed.post/3mk3tnmrgjc2e;2026-04-22T15:44:10.946Z;renattto.bsky.social;D8DAD269891E1F73;rezando (ouvindo o rosalia trabalhos completos);9;0;0;;Desconocido;SI;3251;
POST;at://did:plc:3tvkem5ffwbrxwmsip6y7sbo/app.bsky.feed.post/3mk3rwa2mpc23;at://did:plc:3tvkem5ffwbrxwmsip6y7sbo/app.bsky.feed.post/3mk3rwa2mpc23;2026-04-22T15:13:12.121Z;oriolllado.bsky.social;C198AF42EA52B16F;Avui a #Badalona Matí, a Cançons per explicar el món, hem parlat de la lluna, l'astre amb més metàfores sobre l'amor i els seus misteris. Disfressats d'astronautes, ens hem fet acompanyar per Van Morrison, Roger Mas, Paul Simon i Rosalía! Escolta'l aquí: www.oriolllado.cat/altracaradel...;0;0;0;;Desconocido;SI;954;
POST;at://did:plc:ddanrakjhr7uyoler4fuskbk/app.bsky.feed.post/3mk3rqbe5en2d;at://did:plc:ddanrakjhr7uyoler4fuskbk/app.bsky.feed.post/3mk3rqbe5en2d;2026-04-22T15:09:51.990967Z;concellodacoruna.bsky.social;D585FE35013100D8;"🎶 A Coruña enche os seus espazos culturais de comedia e música contemporánea co inicio do EMHU e o RESIS

🎭 Os teatros Colón e Rosalía de Castro protagonizarán a xornada inaugural

ℹ️ https://i.gal/8o1ON";1;1;0;;Desconocido;SI;629;
